"Date","Price","Open","High","Low","Vol.","Change %"
"Dec 31, 2021","3,677.70","3,709.19","3,812.06","3,623.69","268.02K","-0.86%"
"Dec 30, 2021","3,709.42","3,629.32","3,767.96","3,588.14","249.32K","2.27%"
"Dec 29, 2021","3,627.17","3,798.51","3,826.10","3,607.76","302.75K","-4.38%"
"Dec 28, 2021","3,793.17","4,037.04","4,037.04","3,761.00","358.06K","-6.02%"
"Dec 27, 2021","4,036.24","4,064.58","4,125.11","4,033.26","222.31K","-0.61%"
"Dec 26, 2021","4,061.17","4,095.72","4,103.98","4,005.01","189.16K","-0.77%"
"Dec 25, 2021","4,092.69","4,046.98","4,135.67","4,025.33","208.14K","1.22%"
"Dec 24, 2021","4,043.19","4,112.30","4,133.72","4,025.43","230.85K","-1.62%"
"Dec 23, 2021","4,109.70","3,980.37","4,148.85","3,895.82","380.18K","3.27%"
"Dec 22, 2021","3,979.47","4,014.00","4,072.10","3,943.62","303.22K","-0.92%"
"Dec 21, 2021","4,016.27","3,956.37","4,058.42","3,915.49","340.87K","1.82%"
"Dec 20, 2021","3,944.49","3,923.62","3,978.42","3,757.35","366.91K","0.48%"
"Dec 19, 2021","3,925.80","3,959.00","4,024.80","3,890.82","306.00K","-0.86%"
"Dec 18, 2021","3,959.77","3,881.81","3,992.51","3,770.62","339.77K","2.10%"
"Dec 17, 2021","3,878.43","3,959.05","3,994.00","3,702.29","463.29K","-1.97%"
"Dec 16, 2021","3,956.35","4,023.92","4,107.85","3,955.35","368.81K","-1.56%"
"Dec 15, 2021","4,018.94","3,859.06","4,089.65","3,648.77","542.03K","4.11%"
"Dec 14, 2021","3,860.41","3,783.53","3,879.48","3,690.04","395.14K","2.12%"
"Dec 13, 2021","3,780.13","4,126.81","4,140.73","3,672.30","533.47K","-8.51%"
"Dec 12, 2021","4,131.84","4,089.38","4,173.15","3,988.22","260.68K","1.39%"
"Dec 11, 2021","4,075.23","3,896.72","4,094.73","3,837.15","427.79K","4.40%"
"Dec 10, 2021","3,903.58","4,107.70","4,227.84","3,894.26","563.20K","-4.97%"
"Dec 09, 2021","4,107.82","4,437.94","4,482.76","4,077.94","462.01K","-7.38%"
"Dec 08, 2021","4,435.24","4,308.26","4,449.85","4,229.16","429.38K","2.97%"
"Dec 07, 2021","4,307.11","4,350.79","4,424.22","4,259.06","420.89K","-1.05%"
"Dec 06, 2021","4,352.66","4,197.06","4,374.22","3,922.04","726.73K","3.77%"
"Dec 05, 2021","4,194.60","4,123.56","4,247.57","4,035.80","536.33K","1.86%"
"Dec 04, 2021","4,118.06","4,213.57","4,237.33","3,561.06","1.11M","-2.36%"
"Dec 03, 2021","4,217.78","4,512.71","4,646.83","4,045.17","677.86K","-6.54%"
"Dec 02, 2021","4,512.71","4,583.02","4,630.11","4,437.49","451.88K","-1.53%"
"Dec 01, 2021","4,582.96","4,630.52","4,778.00","4,524.92","508.22K","-1.04%"
"Nov 30, 2021","4,631.22","4,442.62","4,748.00","4,348.96","742.65K","4.24%"
"Nov 29, 2021","4,442.82","4,300.00","4,457.00","4,279.54","406.97K","3.38%"
"Nov 28, 2021","4,297.52","4,094.97","4,297.52","3,980.00","346.50K","4.98%"
"Nov 27, 2021","4,093.56","4,041.65","4,182.66","4,028.52","275.44K","1.47%"
"Nov 26, 2021","4,034.41","4,525.51","4,547.70","3,916.62","720.21K","-10.74%"
"Nov 25, 2021","4,519.71","4,272.28","4,549.18","4,248.98","445.83K","5.85%"
"Nov 24, 2021","4,270.00","4,338.75","4,372.80","4,171.89","448.73K","-1.62%"
"Nov 23, 2021","4,340.45","4,088.03","4,384.72","4,062.19","502.79K","6.21%"
"Nov 22, 2021","4,086.52","4,263.24","4,311.17","4,026.64","518.63K","-4.26%"
"Nov 21, 2021","4,268.16","4,412.18","4,422.54","4,246.31","340.07K","-3.17%"
"Nov 20, 2021","4,408.00","4,294.75","4,434.09","4,206.02","365.23K","2.62%"
"Nov 19, 2021","4,295.39","3,996.26","4,305.18","3,978.34","420.39K","7.30%"
"Nov 18, 2021","4,003.13","4,291.23","4,342.67","3,958.35","576.62K","-6.71%"
"Nov 17, 2021","4,290.99","4,208.75","4,298.72","4,070.81","472.87K","1.96%"
"Nov 16, 2021","4,208.42","4,562.12","4,562.12","4,111.94","735.80K","-7.77%"
"Nov 15, 2021","4,563.04","4,634.28","4,770.01","4,544.21","375.48K","-1.36%"
"Nov 14, 2021","4,625.76","4,644.94","4,692.28","4,514.81","245.31K","-0.41%"
"Nov 13, 2021","4,644.58","4,669.97","4,704.89","4,585.21","220.73K","-0.45%"
"Nov 12, 2021","4,665.46","4,718.28","4,807.78","4,512.66","461.58K","-1.17%"
"Nov 11, 2021","4,720.86","4,625.11","4,778.09","4,578.99","303.77K","1.88%"
"Nov 10, 2021","4,633.95","4,732.74","4,864.13","4,507.15","553.55K","-2.07%"
"Nov 09, 2021","4,731.68","4,804.50","4,836.54","4,715.36","311.31K","-1.59%"
"Nov 08, 2021","4,808.09","4,613.20","4,822.96","4,613.20","391.09K","4.26%"
"Nov 07, 2021","4,611.73","4,516.46","4,634.35","4,502.38","243.69K","2.09%"
"Nov 06, 2021","4,517.27","4,473.03","4,526.66","4,330.83","322.09K","0.95%"
"Nov 05, 2021","4,474.98","4,533.16","4,569.43","4,439.00","305.64K","-1.34%"
"Nov 04, 2021","4,535.53","4,603.78","4,604.98","4,421.72","368.26K","-1.45%"
"Nov 03, 2021","4,602.42","4,589.26","4,661.14","4,459.50","448.68K","0.36%"
"Nov 02, 2021","4,585.74","4,318.80","4,598.12","4,287.86","468.16K","6.13%"
"Nov 01, 2021","4,320.91","4,288.93","4,377.37","4,158.07","417.62K","0.78%"
"Oct 31, 2021","4,287.60","4,327.99","4,393.48","4,170.48","413.75K","-0.79%"
"Oct 30, 2021","4,321.56","4,420.46","4,427.46","4,250.84","340.24K","-2.09%"
"Oct 29, 2021","4,413.79","4,286.51","4,459.04","4,268.25","559.06K","3.02%"
"Oct 28, 2021","4,284.51","3,923.58","4,289.44","3,895.91","626.56K","9.25%"
"Oct 27, 2021","3,921.72","4,130.52","4,300.31","3,914.22","704.44K","-5.04%"
"Oct 26, 2021","4,129.69","4,225.63","4,292.35","4,098.35","414.49K","-2.15%"
"Oct 25, 2021","4,220.35","4,084.10","4,235.25","4,069.92","347.43K","3.36%"
"Oct 24, 2021","4,083.18","4,171.99","4,183.98","3,965.55","350.13K","-2.05%"
"Oct 23, 2021","4,168.78","3,971.49","4,168.78","3,938.36","326.59K","4.98%"
"Oct 22, 2021","3,970.90","4,053.34","4,163.97","3,896.17","463.25K","-2.05%"
"Oct 21, 2021","4,054.15","4,161.79","4,365.70","4,028.35","798.63K","-2.55%"
"Oct 20, 2021","4,160.21","3,882.65","4,168.40","3,830.31","537.35K","7.31%"
"Oct 19, 2021","3,876.71","3,745.28","3,884.23","3,733.81","341.28K","3.44%"
"Oct 18, 2021","3,747.62","3,849.34","3,892.36","3,685.35","401.93K","-2.52%"
"Oct 17, 2021","3,844.63","3,829.47","3,917.62","3,666.11","368.80K","0.43%"
"Oct 16, 2021","3,828.25","3,872.68","3,967.73","3,804.46","373.76K","-1.05%"
"Oct 15, 2021","3,868.99","3,790.95","3,906.54","3,735.10","504.33K","2.08%"
"Oct 14, 2021","3,790.18","3,609.00","3,819.81","3,588.20","481.88K","5.07%"
"Oct 13, 2021","3,607.21","3,490.76","3,611.83","3,415.45","393.40K","3.39%"
"Oct 12, 2021","3,489.00","3,541.35","3,544.88","3,404.64","409.44K","-1.58%"
"Oct 11, 2021","3,545.08","3,413.29","3,622.89","3,382.58","493.49K","3.82%"
"Oct 10, 2021","3,414.72","3,573.89","3,599.23","3,409.25","580.26K","-4.46%"
"Oct 09, 2021","3,574.23","3,564.99","3,630.33","3,542.00","361.87K","0.42%"
"Oct 08, 2021","3,559.24","3,586.69","3,668.14","3,537.94","403.54K","-0.77%"
"Oct 07, 2021","3,586.93","3,575.39","3,649.64","3,473.54","486.11K","0.32%"
"Oct 06, 2021","3,575.58","3,514.94","3,627.08","3,345.56","618.23K","1.64%"
"Oct 05, 2021","3,517.82","3,386.15","3,540.83","3,364.83","393.90K","3.98%"
"Oct 04, 2021","3,383.17","3,417.06","3,436.13","3,272.33","485.18K","-0.97%"
"Oct 03, 2021","3,416.18","3,390.74","3,485.00","3,347.32","360.64K","0.82%"
"Oct 02, 2021","3,388.26","3,310.94","3,468.30","3,258.28","422.51K","2.38%"
"Oct 01, 2021","3,309.58","2,998.46","3,328.74","2,972.91","648.73K","10.32%"
"Sep 30, 2021","2,999.86","2,849.34","3,047.00","2,837.55","506.99K","5.19%"
"Sep 29, 2021","2,851.72","2,803.84","2,949.06","2,785.64","411.25K","1.57%"
"Sep 28, 2021","2,807.67","2,920.35","2,969.01","2,791.10","511.61K","-4.04%"
"Sep 27, 2021","2,926.02","3,057.50","3,164.20","2,926.02","510.07K","-4.48%"
"Sep 26, 2021","3,063.32","2,923.34","3,113.37","2,739.59","703.59K","4.84%"
"Sep 25, 2021","2,921.91","2,928.56","2,965.49","2,809.42","491.98K","-0.22%"
"Sep 24, 2021","2,928.24","3,152.02","3,157.89","2,740.03","932.09K","-7.12%"
"Sep 23, 2021","3,152.67","3,076.23","3,173.14","3,035.15","459.46K","2.43%"
"Sep 22, 2021","3,077.76","2,769.40","3,087.92","2,740.58","677.62K","11.31%"
"Sep 21, 2021","2,765.14","2,978.16","3,100.93","2,662.50","971.49K","-7.08%"
"Sep 20, 2021","2,975.90","3,334.06","3,343.83","2,933.47","917.82K","-10.59%"
"Sep 19, 2021","3,328.23","3,435.60","3,455.36","3,281.91","312.95K","-3.14%"
"Sep 18, 2021","3,436.22","3,401.18","3,539.57","3,371.10","315.12K","1.11%"
"Sep 17, 2021","3,398.38","3,567.89","3,593.31","3,352.78","398.88K","-4.75%"
"Sep 16, 2021","3,567.68","3,614.51","3,672.93","3,488.03","468.16K","-1.21%"
"Sep 15, 2021","3,611.32","3,433.88","3,611.32","3,360.48","428.77K","5.26%"
"Sep 14, 2021","3,430.91","3,285.83","3,430.91","3,270.69","373.34K","4.44%"
"Sep 13, 2021","3,285.09","3,401.16","3,428.87","3,117.75","647.87K","-3.60%"
