Date,Price,Open,High,Low,Vol.,Change %
29-Jul-18,0.9999,0.9987,1,0.9951,2.09M,0.12%
30-Jul-18,0.997,0.9999,0.9999,0.9965,727.94K,-0.29%
31-Jul-18,0.998,0.997,0.9995,0.9955,1.39M,0.10%
1-Aug-18,0.9987,0.998,0.999,0.997,564.28K,0.07%
2-Aug-18,0.9977,0.9987,0.999,0.9973,591.39K,-0.10%
3-Aug-18,0.9987,0.9977,0.9999,0.997,1.43M,0.10%
4-Aug-18,0.9987,0.9987,0.9994,0.997,465.98K,0.00%
5-Aug-18,0.999,0.9987,1,0.9971,694.14K,0.03%
6-Aug-18,0.997,0.999,1,0.997,611.35K,-0.20%
7-Aug-18,0.9995,0.997,1,0.997,811.45K,0.25%
8-Aug-18,0.9999,0.9995,1.0001,0.9935,2.38M,0.04%
9-Aug-18,0.9988,0.9999,1,0.99,2.12M,-0.11%
10-Aug-18,0.9998,0.9988,1,0.9982,1.62M,0.10%
11-Aug-18,1,0.9998,1,0.9968,786.51K,0.02%
12-Aug-18,0.9994,1,1,0.998,240.30K,-0.06%
13-Aug-18,0.9999,0.9994,1.0041,0.998,2.83M,0.05%
14-Aug-18,1.0013,0.9999,1.0034,0.9985,2.28M,0.14%
15-Aug-18,1.001,1.0013,1.0025,1,920.51K,-0.03%
16-Aug-18,0.9993,1.001,1.0016,0.9975,1.53M,-0.17%
17-Aug-18,0.9999,0.9993,1.0005,0.9962,676.04K,0.06%
18-Aug-18,1.002,0.9999,1.002,0.9985,550.93K,0.21%
19-Aug-18,1.0003,1.002,1.0028,1.0003,210.49K,-0.17%
20-Aug-18,0.9996,1.0003,1.0011,0.9986,968.69K,-0.07%
21-Aug-18,0.9991,0.9996,1.0003,0.9986,349.82K,-0.05%
22-Aug-18,0.9988,0.9991,1.0008,0.9981,1.75M,-0.03%
23-Aug-18,0.9999,0.9988,0.9999,0.9987,632.21K,0.11%
24-Aug-18,0.9988,0.9999,0.9999,0.9988,232.72K,-0.11%
25-Aug-18,0.9993,0.9988,0.9998,0.9988,135.06K,0.05%
26-Aug-18,0.999,0.9993,0.9997,0.9987,143.90K,-0.03%
27-Aug-18,0.9999,0.999,0.9999,0.9979,1.37M,0.09%
28-Aug-18,0.9986,0.9999,1.0004,0.997,2.80M,-0.13%
29-Aug-18,0.9985,0.9986,0.9997,0.997,1.15M,-0.01%
30-Aug-18,0.9988,0.9985,0.9998,0.997,951.09K,0.03%
31-Aug-18,0.9998,0.9988,1,0.997,2.61M,0.10%
1-Sep-18,0.9985,0.9998,1,0.9985,1.59M,-0.13%
2-Sep-18,0.9986,0.9985,1,0.9983,1.72M,0.01%
